hgnc_symbol	SLA1216	SLA2015_281116	SLA3014	SLA3315	SLA416	SLA615	SLA715	c258	c757	c840	c844
RPSAP50	0	0.23	0	0.19	0	0	0	0	0	0	0
RPSAP51	0	0	0	0	0	0	0	0	0	0	0
RPSAP52	0.31	0	0	0	0	0	0	0	0	0	0
RPSAP53	0	0	0	0	0	0	0	0	0	0	0
RPSAP54	0	0	0	0	0	0	0	0	0	0	0
RPSAP55	0	0.1	0	0	0	0	0	0	0	0	0
RPSAP57	0.2	0	0	0	0	0	0	0	0	0	0
RPSAP58	0	0.87	1.58	0.9	0	0.15	0	0	0.05	0	0
RPSAP59	0	0	0	0	0	0	0	0	0	0	0
RPSAP6	0	1	1.04	1.25	0	0.31	0.3	0	0.03	0.29	0
RPSAP60	0	0	0	0	0	0	0	0	0	0	0
RPSAP61	0	0	0	0	0	0	0	0	0	0	0
RPSAP62	0	0	0	0	0	0	0	0	0	0	0
RPSAP63	0	0	0	0	0	0	0	0	0	0	0
RPSAP64	0	0	0	0	0	0	0	0	0	0	0
RPSAP65	0	0	0	0	0	0	0	0	0	0	0
RPSAP66	0	0	0	0	0	0	0	0	0	0	0
RPSAP67	0	0	0	0	0	0	0	0	0	0	0
RPSAP68	0	0	0	0	0	0	0	0	0	0	0
RPSAP69	0	0	0	0	0	0	0	0	0	0	0
RPSAP7	0	0	0	0	0	0	0	0	0	0	0
RPSAP70	0	0	0	0	0	0	0	0	0	0	0
RPSAP71	0	0	0	0	0	0	0	0	0	0	0
RPSAP72	0	0	0	1.45	0	0	0	0	0	0	0
RPSAP73	0	0	0	0	0	0	0	0	0	0	0
RPSAP74	0	0	0	0.6	0	0	0	0	0	0	0
RPSAP75	0	0	0	0	0	0	0	0	0	0	0
RPSAP76	0	0	0	0	0	0	0	0	0	0	0
RPSAP8	0	0	0	0	0	0	0.3	0	0	0	0
RPSAP9	0	0.12	0	0.18	0	0.15	0.15	0	0	0	0
RPTN	0.12	0	0	0	0	0	0	0	0	0	0
RPTOR	0.51	8.28	8.54	10.86	2.05	4.84	4.21	0.11	0.21	0.43	0
RPUSD1	1.16	0.79	0.22	1.81	0.34	0.13	1.69	0	0	0	0
RPUSD2	1.11	0.23	0.26	0.81	1.15	0	0.23	0	0	0	0
RPUSD3	0	1.11	4.13	7.31	0.45	1.82	2.59	0	0	0.55	0
RPUSD4	0	0.99	2.81	4.19	1.2	1.23	1.79	0	0.06	0.24	0
RRAD	0.31	0	0	0.1	0	0	0.08	0	0.1	0	0
RRAGA	0.48	2.18	0.26	2.65	0.29	0.7	0.67	0.35	0	0.14	0
RRAGB	0	2.44	1.56	1.82	0	1.45	1.48	0	0.27	0	0.11
RRAGC	0.16	1.37	1.59	2.04	0.33	0.57	0.56	0	0.12	0	0
RRAGD	0.27	0.28	0	1.32	0.11	0.23	0.33	0	0.01	0	0
RRAS	1.23	1.42	1.68	2.74	0	0.25	2.18	0	0.04	0	0
RRAS2	0.99	2.93	2.65	2.31	0.38	2.21	1.03	0	0.17	0.64	0
RRBP1	1.11	3.23	8.47	6.91	1.24	3.36	5.64	0	0.19	0.91	0.42
RREB1	1.2	5.45	5.82	7.87	2.1	3.16	4.56	0.28	0.46	0.34	0.23
RRH	0	0	0	0	0	0	0	0	0	0	0
RRM1	2.89	3.64	0.91	5.79	1.08	0.94	0.78	0	0.4	1.82	0
RRM1-AS1	0	0.76	0	0	0	0	0	0	0	0	0
RRM2	1.93	0.18	0.23	0.71	0.86	0.54	0	0	0.02	0	0
RRM2B	0.42	2.55	1.97	1.94	1.33	0.43	0.9	0	0.04	0.13	0
RRM2P2	0.8	0.16	0	0	0	0	0	0	0	0	0
RRM2P3	2.72	3	0	0.25	0	0.11	0.53	0	0.02	0	0
RRM2P4	0	0	0	0	0	0	0	0	0	0	0
RRN3	0.04	2.32	1.3	4.27	0	1.62	1.3	0	0.26	0	0.11
RRN3P1	1.13	5.62	1.9	5.27	1.18	2.76	1.98	0	0.17	0.18	0
RRN3P2	0	5.5	3.66	7.84	1.09	4	4.16	0	0.65	0.64	0
RRN3P3	0.15	2.01	1.19	3	0.06	4.53	1.04	0	0.36	0.13	0
RRNAD1	0	2.09	0.83	1.23	1.98	2.34	1.66	0	0	0	0
RRP1	0	1.23	4.5	3.51	0.67	2.52	1.93	0	0.23	0.26	0
RRP12	1.28	2.06	3.74	3.95	1.39	0.8	1.2	1.53	0.21	0	0
RRP15	0.26	1.58	1.14	2.89	0.78	0.34	0.32	0.03	0.05	0.03	0
RRP1B	0.2	2.03	0.74	3	0.37	0.82	1.37	0.06	0.15	0.14	0
RRP36	0	2.28	1.11	4.01	0.97	2.42	2.62	0	0.07	0	0
RRP7A	0.12	1.37	2.1	2.67	2.87	0.64	2.49	0	0.04	0	0
RRP7BP	0.13	4.74	4.48	3.81	0.57	2.02	2.01	0	0.18	0	0
RRP8	0.47	1.18	1.35	2.24	0.65	0.99	1.19	0.08	0.12	0.06	0.03
RRP9	0	0.64	0.78	0.53	0.39	0.31	0.15	0	0.04	0	0
RRS1	0.36	0.91	1.67	1.22	0.36	0.21	0.82	0	0.07	0	0
RRS1-AS1	0.17	0.08	0.35	0.12	0	0.03	0.07	0	0	0.15	0
RS1	0	0	0	0	0	0	0	0	0	0	0
RSAD1	0.45	3.11	0.62	3.29	0.3	0.9	1.39	0	0.04	0.24	0
RSAD2	0.25	1.26	0	1.93	0.17	0.36	0.63	0	0.01	0.06	0
RSBN1	0.55	2.31	3.57	4.55	0.43	2.38	1.9	0	0.16	0.27	0.29
RSBN1L	1.15	4.07	1.86	6.81	0.45	3.85	2.04	0.2	0.09	0.07	0.26
RSC1A1	1.01	2.01	1.81	1.56	0	0.64	1.98	0	0.07	0.32	0
RSF1	4.95	18.84	21.81	24.75	2.59	8.78	6.8	0.36	1.74	2.34	0.91
RSF1-IT1	0.83	0	0	0.83	0	0	0	0	0	0	0
RSF1-IT2	0	1.72	0	1.96	0	0.28	0.27	0	0.13	0	0
RSG1	0.2	0.4	0.27	0	0	0	0.08	0	0	0	0
RSL1D1	4.03	13.98	17.04	21.95	3.71	13.3	7.57	0.71	1.49	2.18	0
RSL24D1	1.27	6.61	4.07	10.6	1.58	4.02	3.59	0	0.18	0.11	0
RSL24D1P1	0.39	0	0	0	0	0	0	0	0	0	0
RSL24D1P11	0	0	0	0.41	0	0	0	0	0	0	0
RSL24D1P2	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P3	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P4	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P5	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P6	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P8	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P9	0	0	0	0	0	0	0	0	0	0	0
RSPH1	0.52	0.41	0	0.16	0	0.09	0	0	0	0	0
RSPH10B	0.63	0.05	0	0.06	0	0.16	0.07	0	0.06	0	0
RSPH10B2	0.63	0	0	0	0	0.06	0.02	0	0	0.07	0
RSPH14	0	0	0	0	1.29	0	0	0	0	0	0
RSPH3	0.43	0.53	0.73	0.97	0	0.72	0.47	0	0.03	0	0
RSPH4A	0	0.2	0	0.09	0	0.13	0	0	0.01	0	0
RSPH6A	0	0	0	0	0	0	0.09	0	0	0	0
RSPH9	0	0.19	0.46	0.66	0	0.11	0.29	0.11	0.01	0	0
RSPO1	0.19	0	0	0	0	0	0	0	0	0	0
RSPO2	0.24	0	0	0	0	0	0	0	0	0	0
RSPO3	0	0	0	0	0	0.04	0	0	0	0	0
RSPO4	0	0	0	0.05	0	0	0	0	0	0	0
RSPRY1	1.73	4.04	2.29	5.46	0.56	3.11	2.19	0	0.39	0.32	0
RSRC1	3.66	7.52	5.37	9.68	0.74	5.19	4.46	0	0.32	0.9	0
RSRC2	3.92	15.06	13.75	23.42	4.51	5.87	8.57	2.46	2.15	2.82	0.21
RSRP1	1.37	35.37	30.19	49.06	4.67	35.31	21.03	4.4	2.03	3.08	2.97
RSU1	66.93	34.44	18.36	25.59	22.64	5.5	7.88	0.31	1.43	1.07	0
RSU1P1	0	0	0	0	0	0	0	0	0	0	0
RSU1P2	0	0	0	0	0	0	0	0	0	0	0
RSU1P3	0.79	0	0	0	0	0	0	0	0	0	0
RTBDN	0	0	0	0	0	0	0	0	0	0	0
RTCA	0.2	3.67	0.95	4.09	1.17	1.67	2.75	0	0.17	0.09	0.09
RTCA-AS1	0	0.85	0	0.53	0	0	0	0	0	0	0
RTCB	0.45	3.28	5.39	4.7	2.1	2.16	1.37	0	0.27	0.35	0
RTEL1	0.13	2.24	1.2	1.53	0.13	3.46	1.7	0	0.21	0	0
RTEL1-TNFRSF6B	0.17	0.85	1.19	1.1	0.16	0.16	1.11	0	0.02	0	0
RTEL1P1	0.28	0.21	0.52	0.39	0.08	0.19	0.27	0	0.01	0	0
RTF1	0.4	2.8	2.36	9.53	2.2	2.73	1.77	0.71	0.42	0.29	0.09
RTFDC1	1.87	6.78	2.27	11.04	1.67	3.41	3.01	0.37	0.39	0	0.23
RTKN	0.2	0.23	0	0.27	0	0	0	0	0	0	0
RTKN2	0.32	1.12	0.61	1.08	0.26	1.01	0.94	0	0.08	0.03	0
RTL1	0.07	0.02	0	0	0	0.03	0.03	0	0	0	0
RTN1	0.75	2.95	1.62	5.74	0.79	1.39	3.9	0	0.14	0	0
RTN2	2.39	1.87	0	1.12	1.29	0.78	0.73	0	0	0	0
RTN3	5.05	11.63	3.81	12.35	2.58	3.37	5.84	0.2	0.36	0.52	0.94
RTN3P1	0	0	0	0	0	0	0.4	0	0	0	0
RTN4	4.12	9.2	8.15	17.35	3.55	6.81	5.64	0.41	0.61	1.15	0.05
RTN4IP1	0	0.16	0	0.58	0	0.58	0.34	0	0	0	0
RTN4R	0	0.05	0.68	0.16	0	0	0.07	0	0	0	0
RTN4RL1	0.04	0	0	0	0	0	0	0	0	0	0
RTN4RL2	0	0.18	0	0	0	0	0	0	0.04	0	0
RTP1	0.14	0	0	0	0	0	0	0	0	0	0
RTP2	0	0	0	0	0	0	0	0	0	0	0
RTP3	0	0	0	0	0	0	0	0	0	0	0
RTP4	0.1	0.24	0.26	0.54	0	0.16	0.23	0	0.03	0	0
RTP5	0.07	0.04	0.51	0.18	0	0	0.05	0	0	0	0
RTTN	1.01	2.41	1.69	4.29	0.29	2.64	1.32	0	0.11	0.78	0
RUBCN	4.28	7.37	6.33	8.76	3.47	5.53	5.66	0.83	0.39	0.15	0
RUBCNL	3	2.77	1.23	1.62	0.44	3.25	1.9	0	0.09	0	0.14
RUFY1	30.12	89.3	14.46	18.27	16.69	6.87	6.27	0.62	0.35	0.39	0
RUFY2	1.89	3.37	6.43	7.52	1.41	3.43	4.43	0.53	0.07	0.08	0
RUFY3	1.49	4.64	6.73	9.55	1.67	4.35	4.7	0	0.57	0.05	0.11
RUFY4	0.16	0.04	0.98	0.46	0.68	0.85	0.43	0	0	0	0
RUNDC1	2.69	0.98	1.75	2.36	0.34	0.75	1.12	0	0.05	0	0
RUNDC3A	0	0	0	0.22	0.62	0	0	0	0	0	0
RUNDC3A-AS1	0.07	0	0	0.06	0	0.02	0	0	0	0	0
RUNDC3B	0.45	0.05	0.86	0.16	0	0.04	0.03	0	0	0	0
RUNX1	1.86	7.53	8.32	10.72	1.18	4.31	4.95	0.1	0.56	1.15	0.63
RUNX1T1	0.31	0	0.98	0	0	0	0.38	0	0	0	0
RUNX2	0	1.36	1.3	5.34	0.3	1.54	1.83	0	0.2	0.23	0.2
RUNX3	3.08	6.31	16.8	15.72	3.22	2.36	7	0.58	0.43	1.03	1.09
RUSC1	0.75	0.86	0.72	2.75	1.05	0.65	1.82	0	0.02	0	0
RUSC1-AS1	0.08	1.23	1.07	1.29	0.09	0.47	1.44	0	0	0.12	0
RUSC2	0.06	0.23	0.72	0.98	0.11	0.26	1.44	0	0.02	0	0
RUVBL1	0.38	2.05	1.98	4.56	0.86	1.84	1.41	0	0	0	0
RUVBL1-AS1	0	0	0	0	0	0	0	0	0	0	0
RUVBL2	1.2	1.03	0.41	2.53	0.42	0.53	0.94	0	0.11	0.16	0
RWDD1	0.05	3.6	1.97	4.56	1.27	2.99	2.16	0.2	0.29	0.78	1.04
RWDD2A	0.16	0.28	0.31	0.42	0	0.06	0.03	0	0.03	0	0
RWDD2B	0.19	0.98	0.55	1.72	0.1	0	0	0	0.02	0	0
RWDD3	0.36	1.87	0	5.05	1.11	0.82	2.21	0	0.07	0	0
RWDD4	0.92	0.79	0.3	3.14	0	0.69	1.17	0	0.11	0.64	0.68
RWDD4P1	0	1.34	1.9	6.22	0	1.13	1.37	0	0.13	0.52	0
RWDD4P2	0	0	0	0	0	0.28	0	0	0.02	0	0
RXFP1	0.07	0	0	0	0	0	0	0	0	0	0
RXFP2	0	0	0.14	0	0	0.04	0	0	0	0	0
RXFP3	0	0	0	0	0	0	0	0	0	0	0
RXFP4	0.38	0.68	1.71	0.47	0	0.21	1.08	0	0	0	0
RXRA	1.25	3.8	12.8	7.88	1.39	0.95	6.59	0.44	0.22	0.04	0.08
RXRB	0.26	3.39	2.96	6.51	0.68	3.65	4.51	0	0.17	0.08	0
RXRG	0	0	0	0	0	0	0	0	0	0	0
RYBP	2.53	5.32	2.03	4.91	0.89	1.02	1.01	0.03	0.13	0.19	0.06
RYK	1.65	8.44	4.21	9.4	0.67	3.9	4.67	0.05	0.85	1.03	0.08
RYKP1	0	0.05	0.23	1.2	0	0.56	0.27	0	0.01	0	0
RYR1	0	0.01	0.1	0.5	0.39	0.03	0.03	0	0.01	0	0
RYR2	0.35	0.05	0	0.52	0	0.05	0.1	0	0	0	0
RYR3	0.29	0.14	0	0.45	0	0.05	0.15	0	0.01	0	0
S100A1	0	0.07	0	0	0	0	0.09	0	0	0	0
S100A10	0	12.42	10.27	36.04	3.21	13.2	13.1	0.52	2.85	1.39	0.21
S100A11	3	3.7	29.97	76.96	4.28	7.79	25.9	0.59	0.7	0.54	0.51
S100A11P1	0	0	0	0	0	0	0	0	0	0	0
S100A11P2	0	0	0	0	0	0	0	0	0	0	0
S100A12	5.36	4.06	2.16	8.23	2.19	1.61	3.74	0	0.43	1.79	0
S100A13	0.14	0.44	0	0.37	0.07	1.63	0.05	0	0	0	0
S100A14	0	0	0	0	0	0	0	0	0	0	0
S100A16	0	0	0	0	0	0	0	0	0	0	0
S100A2	0	0	0	0	0	0	0	0	0	0	0
S100A3	0.96	0	0	0	0	0	0	0	0	0	0
S100A4	3.81	18.54	32.26	55.88	19.58	21.1	26.96	0	0.91	0	0
S100A5	0	0.14	0	0	0	0	0	0	0	0	0
S100A6	7.04	16.2	20.3	64.42	12.72	12.77	15.8	0	1.05	2.5	1.75
S100A7	0	0	0	0	0	0	0	0	0	0	0
S100A7A	0.14	0	0	0	0	0	0	0	0	0	0
S100A7L2	0	0	0	0	0	0	0	0	0	0	0
S100A8	75.97	21.23	30.39	82.24	39.7	12.35	31.83	1.38	1.22	0.64	0
S100A9	116.4	54.14	110.35	149.22	110.37	20.86	97.24	7.9	6.17	7.13	2.14
S100B	0	2.33	0.52	2.15	0.19	0.31	0	0	0	0	0
S100G	0	0	0	0	0	0	0	0	0	0	0
S100P	0.73	0	0	0	1.54	0	0	0	0	0	0
S100PBP	1.06	7.82	10.67	14.89	0.96	6.41	4.49	0.16	0.24	1.21	0.1
S100Z	0	0.72	1.49	1.15	0	0.39	0.86	0.19	0.04	0	0
S1PR1	1.02	4.84	9.17	21.14	1.14	4.82	7.69	0.4	0.75	1.26	0.36
S1PR2	0.08	0.02	0.11	0.33	0.04	0.1	0.12	0	0.02	0	0
S1PR3	0.12	0.27	0.27	1.05	0.03	0.19	0.47	0	0.01	0	0
S1PR4	1.18	3.51	3.15	5.91	1.94	0.16	4.36	0.35	0.05	1.72	0
S1PR5	0.54	2.47	5.97	3.11	0.81	1.86	0.55	0.16	0.13	0	0.14
SAA1	0	0	0	0	0	0	0	0	0	0	0
SAA2	0.31	0	0	0	0	0	0	0	0	0	0
SAA2-SAA4	0	0	0	0	0	0	0	0	0	0	0
SAA3P	0	0	0	0	0	0	0	0	0	0	0
SAA4	0	0	0	0	0	0	0	0	0	0	0
SAAL1	0	2.31	1.38	3.11	0	1.3	0.53	0	0.12	0.15	0
SAC3D1	0	0.4	0.31	0	0.23	0	0.09	0	0	0	0
SACM1L	1.62	10.02	7.95	22.28	2.17	10.34	8.17	0	0.69	0.41	0.43
SACS	0.27	1.49	1.14	6.33	1.82	1.14	1.22	0.1	0.07	0.13	0.03
SACS-AS1	0.13	0	0	0	0	0	0	0	0	0	0
SAE1	1.16	4.43	2.78	5.49	0.46	2.28	1.86	0	0.43	0.12	0.55
SAFB	2.81	13.83	21.99	23.9	3.44	5.75	10.57	0.63	0.75	1.04	0.48
SAFB2	5.19	18.81	13.35	18.08	3.03	13.38	5.73	0.94	1.59	0.69	0.66
SAG	1.06	0	0	0	0	0	0.02	0	0	0	0
SAGE1	0	0	0	0	0	0	0	0	0	0	0
SAGE2P	0	0	0	0	0	0	0	0	0	0	0
SAGE3P	0	0	0	0	0	0	0	0	0	0	0
SAGE4P	0	0	0	0	0	0	0	0	0	0	0
SALL1	0.23	0	0	0	0	0	0	0	0	0	0
SALL1P1	0	0	0	0	0	0	0	0	0	0	0
SALL2	0.96	0.49	0	0.17	0	0.04	0.24	0	0	0	0
SALL3	0.07	0	0	0	0	0	0	0	0	0	0
SALL4	0.28	0	0	0	0	0	0.06	0	0	0	0
SALL4P1	0	0	0	0	0	0	0	0	0	0	0
SALL4P2	0	0	0	0	0	0	0	0	0	0	0
SALL4P5	0	0	0	0	0	0	0	0	0	0	0
SALL4P6	0	0	0	0	0	0	0	0	0	0	0
SALL4P7	0	0	0	0	0	0	0	0	0	0	0
SALRNA1	0	0	0	0	0	0	0	0	0	0	0
SALRNA2	0	0	0	0	0	0	0	0	0	0	0
SALRNA3	0	0	0	0	0	0	0	0	0	0	0
SAMD1	0.76	2	4.45	2.19	0.07	0.93	3.13	0	0.02	0.36	0
SAMD10	0.28	0.87	0.73	0.81	0.63	0.11	0.21	0	0.02	0	0
SAMD11	0	0.23	0	0	0	0	0.07	0	0	0	0
SAMD11P1	0	0	0	1.04	0	0	0.65	0	0	0	0
SAMD12	0.1	1.44	2.63	1.58	1.18	0.34	0.65	0	0.07	0.11	0.05
SAMD12-AS1	0	0.16	0	0	0	0	0	0	0	0	0
SAMD13	0	0.19	0	0	0	0	0.09	0	0	0	0
SAMD14	0.74	4.54	0.62	0.86	0.07	0	0.71	0	0.01	0.09	0
SAMD15	0	0	0	0.05	0	0	0.04	0	0	0	0
SAMD3	0.54	8.31	10.47	18.17	2.29	7.37	5	0	0.42	0.24	0
SAMD4A	0.25	0.42	1.54	0.97	0.12	0.09	0.24	0	0.03	0.06	0
SAMD4B	2.01	4.05	4.36	8.21	3.16	2.39	5.34	0.2	0.15	1.43	0.17
SAMD5	0.33	0	0	0	0	0	0	0	0	0	0
SAMD7	0	0	0	0	0	0	0	0	0	0	0
SAMD8	0.19	2.03	1.32	5.26	0.21	3.99	1.36	0.04	0.24	0.27	0.14
SAMD9	1.18	4.95	3.07	10.43	1.38	3.45	3.12	0.33	0.22	0.49	0.11
SAMD9L	1.41	5.33	5.72	13.05	1.08	5.36	5.11	0.23	0.31	1.92	0
SAMHD1	2.24	13.03	9.4	36.06	3.28	9.09	11.38	0.11	1.01	1.02	0.18
SAMM50	0.36	2.12	1.06	3.25	0.15	1.38	1.17	0	0.15	0.07	0
SAMM50P1	0.33	0.13	0	0	0	0	0.17	0	0	0	0
SAMMSON	0	0	0	0	0	0	0	0	0	0	0
SAMSN1	0.08	3.09	3.09	6.1	1.37	2.44	2.11	0.46	0.81	1.24	0.28
SAMSN1-AS1	0	0	0	0	0	0	0	0	0	0	0
SAP130	0.04	1.15	2.75	5.77	0.59	1.14	0.94	0.06	0.21	0.1	0.05
SAP18	1.73	8.13	6.49	10.37	5.17	2.38	2.56	0.72	0.53	0.3	0
SAP18P1	0	0	0	0	0	0	0	0	0	0	0
SAP18P2	0	0	0	0	0	0	0	0	0	0	0
SAP18P3	0	0	0	0	0	0	0	0	0	0	0
SAP25	1.18	2.13	1.3	4.1	1.38	0	2.93	0	0.06	0	0
SAP30	0.29	1.18	0.78	1.88	0.58	0.7	0.68	0	0.12	0	0
SAP30BP	1.05	7.9	12.97	11.86	1.64	6.64	6.46	0.6	1.12	0.99	0
SAP30L	1.08	4.41	2.14	3.94	0.47	0.78	1.53	0	0.01	0.03	0
SAP30L-AS1	0.31	1.03	0.42	3.98	0	0.25	0.79	0	0	0	0
SAPCD1	0	0.28	0.24	0.64	0	0	1.01	0	0	0	0
SAPCD1-AS1	0	0.4	0	0	0	0.36	0	0	0	0	0
SAPCD2	0	0	0.1	0	0.04	0.03	0	0	0	0	0
SAPCD2P1	0	0	0	0	0	0	0	0	0	0	0
SAPCD2P2	0	0	0	0	0	0	0	0	0	0	0
SAPCD2P3	0	0.12	0	0	0.2	0	0	0	0	0	0
SAPCD2P4	0	0	0	0	0	0	0	0	0	0	0
SAR1A	1.52	6.6	3.04	10.96	1.56	1.74	2	0.09	0.63	0.81	0.21
SAR1AP2	0	0	0	0	0	0	0	0	0	0	0
SAR1AP4	0	0	0	0	0	0	0	0	0	0	0
SAR1B	1.12	2	1.64	4.03	1.05	2.43	1.45	0.24	0.34	0.76	0.17
SAR1P1	0	0	0	0	0	0	0	0	0	0	0
SAR1P3	0	0	0	0	0	0	0	0	0	0	0
SARAF	3.73	53.1	21.75	68.17	11.26	20.91	24.28	2.23	3.84	3.97	0.53
SARDH	0	0.15	0.2	0.18	0.12	0	0.35	0	0.02	0	0
SARM1	0.57	2.29	2.89	2.32	0.18	3.13	1.52	0	0.08	0.35	0
SARNP	1.47	6.46	4.07	5.56	2.3	3.24	1.46	0	0.21	0	0
SARS	3.1	5.76	5.19	12.99	2.14	5.61	4.11	0	0.25	0.39	0
SARS2	0.5	1.05	8.99	4.24	0	2.21	1.9	0	0	0	0.23
SART1	1.78	6.1	11.26	8.55	1.53	0.82	6.22	0.76	0.23	0.47	0
SART3	3.29	4.55	4.79	15.94	1.03	6.95	4.01	0	0.52	0.54	0.1
SASH1	0.46	0.02	0.37	1.75	0.4	2	1.3	0	0.17	0.08	0
SASH3	1.74	5.14	11.94	21.42	1.2	6.54	5.62	0.1	0.19	0.25	0.09
SASS6	0.15	0.85	0.98	1.41	0	0.29	0.37	0	0.09	0.06	0
SAT1	40.04	67.44	43.28	86.84	29.4	31.14	24.65	7.04	11.84	15.73	2.31
SAT2	1.37	2.95	3.6	5.16	2.25	1.64	5.7	0	0.09	0	0
SATB1	2.67	34.89	6.97	26.51	4.54	7.46	11.47	1.74	2.74	3.32	0.58
SATB1-AS1	1.3	8.33	4.26	12.81	1.3	3.11	3.6	0	0.61	0.81	0
SATB2	0.23	0.16	0.19	0.3	0	0.09	0.06	0	0	0	0
SATB2-AS1	0	0	0	0	0	0	0	0	0	0	0
SATL1	0	0	0	0	0	0	0	0	0	0	0
SAV1	2.8	6.68	0.88	3.29	1.2	0.74	1.11	0	0.07	0.58	0.15
SAXO1	0	0	0	0	0	0	0.07	0	0.01	0	0
SAXO2	0.23	0.74	0	0	0	0.04	0.17	0	0	0	0
SAYSD1	0.55	0.88	0.2	1.33	0.08	0.59	1.13	0	0.11	0.11	0
SBDS	5.52	8.45	9.68	7.8	1.73	1.61	0.94	0.66	1.16	0.6	0.31
SBDSP1	0.84	7.06	1.98	4.95	0.93	2.35	0.8	0	0.57	0.73	0
SBF1	0.87	4.69	3.86	7.53	1.53	1.99	5.49	0	0.18	0.21	0
SBF1P1	0	0	0	0	0	0	0	0	0	0	0
SBF2	0.82	3.11	4.22	8.46	0.74	3.81	3.27	0	0.61	1.18	0.57
SBF2-AS1	0	0.72	0.14	1.32	0	0.41	0.35	0	0.01	0	0
SBK1	0.12	0.64	0.68	1.31	0.12	0.45	0.67	0	0.02	0	0.04
SBK2	0.3	0	0	0	0	0	0	0	0	0	0
SBK3	0.79	0	0	0	0	0	0	0	0	0	0
SBNO1	0.57	3.82	3.95	6.8	0.61	3.16	2.4	0.18	0.39	0.25	0.2
SBNO2	3.98	3.34	8.31	8.26	2.91	2.06	7.36	0.57	0.26	0.09	1.05
SBSN	0	0	0	0	0	0	0	0	0	0	0
SBSPON	0.04	0.23	0.5	0.21	0	0.09	0.2	0	0	0	0
SC22CB-1D7.1	0	0	3.61	0	0	0	0	0	0	0	0
SC22CB-1E7.1	0	0	0	0.56	0	0	0	0	0	0	0
SC5D	1.51	4.43	1.35	5.02	0.45	1.11	1.68	0	0.58	1.36	0
SCAANT1	2.11	0.64	0	0	0	0	0	0	0	0	0
SCAF1	0.58	1.31	2.55	2.2	2.26	0.76	1.46	0	0.02	0	0
SCAF11	2.7	22.17	17.25	41.32	3.59	16.94	11.81	0.5	2.19	3.98	0.73
SCAF4	1.58	6.4	9.08	15.69	0.53	4.57	5.99	0.31	0.31	0.29	0.19
SCAF8	1.04	6.37	5.72	10.47	1.15	5.3	3.51	0.11	0.53	0.44	0.31
SCAI	0.21	1.63	0.78	3.77	0.76	0.87	1.41	0	0.16	0.04	0
SCAMP1	0.31	3.96	2.22	3.75	0.41	0.92	1.09	0	0.23	0.96	0.19
SCAMP1-AS1	0.83	0.25	0.56	0.67	0.76	0.67	0.4	0	0	0	0
SCAMP2	1.39	6.98	8.98	10.73	1.94	4.28	5.87	0.46	0.37	0.79	0
SCAMP3	0.39	1.85	2	4.53	1.71	1.32	1.65	0	0.05	0.35	0
SCAMP4	0.69	0.9	0.73	3.49	0.45	0.51	2.78	0.24	0.07	0.09	0.13
SCAMP5	0.3	0.1	1.09	0.31	0	0.03	0	0	0	0	0
SCAND1	1.09	0.76	2.52	0.64	0.92	0	1.01	0	0	0	0
SCAND2P	0.09	4.31	2.66	3.23	0.44	2.98	2.19	0	0.03	0.17	0
SCAND3P1	0	0.18	0	0.28	0	0	0.12	0	0	0	0
SCAP	2.13	6.17	1.83	10.29	0.59	2.91	4.46	0.14	0.04	0.15	0.5
SCAPER	1.83	6.83	9.27	8.81	1.06	5.15	6.99	0	0.76	1.27	1.17
SCARA3	0	0	0	0	0	0	0	0	0	0	0
SCARA5	0	0	0	0.05	0	0	0	0	0	0	0
SCARB1	0.31	0.45	4.33	2.1	0.59	0.63	0.52	0	0.12	0.04	0
SCARB2	0.95	0.92	4.04	4.68	0.69	1.6	1.47	1.34	0.16	0.61	0.05
SCARF1	0.15	1.21	0.59	0.7	0.23	0.13	0.81	0	0.02	0	0
SCARF2	0	0.03	0	0	0	0	0	0	0.06	0	0
SCARNA1	0	1.73	0	0	22.37	0	0	0	0	0	0
SCARNA10	184.19	1112.4199999999998	1254.87	1939.54	307.71	721.6	728.6500000000001	3.97	20.990000000000002	35.34	15.6
SCARNA11	27.47	23.34	0	0	12.75	0	0	0	0	0	0
SCARNA12	10.47	53	19.36	84.98	29.21	50.13	80.98	0	0	0	0
SCARNA13	995.02	771.93	120.85	93.15	351.4	123.74	71.58	3.41	6.59	4.11	2.27
SCARNA14	0	0	0	0	0	0	0	0	0	0	0
SCARNA15	0.07	0.04	0	0.06	0	0	0.03	0	0	0	0
SCARNA16	46.76	76.89	0	0	15.65	30.48	5.9	0	3.55	0	0
SCARNA17	0	0	0	0	0	0	0	0	0	0	0
SCARNA18	0	0	0	0	0	0	0	0	31.85	0	0
SCARNA18B	0	0	0	0	0	0	0	0	0	0	0
SCARNA2	276.91	228.67	85.6	90.44	125.9	2.73	170.44	0	1.77	1.67	0
SCARNA20	25.42	26.98	0	0	0	0	0	0	0	0	0
SCARNA21	0	46.13	0	0	35.14	0	0	0	0	0	0
SCARNA22	948.99	308.72	0	0	864.65	0	0	15.02	0	0	0
